name,address,services,status
"Legal Name: GRAND MARABOO TECHNOLOGIES LIMITED,  Operating Name: MARABOO","169 ENTERPRISE BLVD. (YSPACE SUITE 300),MARKHAM,ONTARIO,CANADA,L6G0E7","Foreign Exchange, Money Transferring",Registered
"Legal Name: 1000564672 ONTARIO INC.,  Operating Name: BAHMANI CURRENCY EXCHANGE","6120B YONGE STREET,NORTH YORK,ONTARIO,CANADA,M2M 3W7","Foreign Exchange, Money Transferring, Virtual Currency",Registered
"Legal Name: SWIFT PAY GATE SOLUTIONS LIMITED,  Operating Name: SWIFT PAY GATE SOLUTIONS LIMITED","84 CASTLEBURY CRESCENT  UNIT 3,TORONTO,ONTARIO,CANADA,M2H 1W8","Foreign Exchange, Money Transferring, Virtual Currency",Registered
"Legal Name: NOOMISMA LTD.,  Operating Name: NOOMISMA LTD.","201 CARLAW AVE, UNIT 226,TORONTO,ONTARIO,CANADA,M4M2S3","Foreign Exchange, Money Transferring",Registered
"Legal Name: REMIUM LIMITED,  Operating Name: REMIUM LIMITED","130 KING STREET WEST EXCHANGE TOWER, SUITE 1900,TORONTO,ONTARIO,CANADA,M5X 1E3","Foreign Exchange, Money Transferring, Virtual Currency",Registered
"Legal Name: NEXG VENTURES LTD.,  Operating Name: NEXGPAY","150 KING STREET WEST, SUITE 361,TORONTO,ONTARIO,CANADA,M5H1J9","Foreign Exchange, Money Transferring, PSP",Registered
"Legal Name: FIDEX WORLD INCORPORATED,  Operating Name: FIDEX.EXCHANGE","1853 ROSEBANK ROAD,PICKERING,ONTARIO,CANADA,L1V1P5","Foreign Exchange, Virtual Currency",Registered
"Legal Name: ZHONGCHOU TECHNOLOGY LIMITED,  Operating Name: ZHONGCHOU TECHNOLOGY LIMITED","6 CALDERBRIDGE CRESCENT,MARKHAM,ONTARIO,CANADA,L3R9M8","Foreign Exchange, Money Transferring, Virtual Currency, Crowdfunding, PSP",Registered
"Legal Name: ADEYINKA, TOLUWALASE,  Operating Name: FABULOUS MOTIVATIONS","91 BARONWOOD CRT,BRAMPTON,ONTARIO,CANADA,L6V3H7","Foreign Exchange, Virtual Currency",Registered
"Legal Name: APUS TECHNOLOGY INC.,  Operating Name: APUS TECHNOLOGY INC.","95 SELWYN ROAD,RICHMOND HILL,ONTARIO,CANADA,L4E 5E1","Foreign Exchange, Money Transferring, PSP",Registered
"Legal Name: ZIMA GROUP INC.,  Operating Name: ZIMA GROUP INC.","246 - 7163 YONGE STREET,THORNHILL,ONTARIO,CANADA,L3T 0C6","Foreign Exchange, Money Transferring",Registered
"Legal Name: EASYFY SOLUTION LTD.,  Operating Name: EASYFY SOLUTION LTD.","1315 PICKERING PKWAY SUITE 300,PICKERING,ONTARIO,CANADA,L1V7G5","Foreign Exchange, Money Transferring, Virtual Currency, PSP",Registered
"Legal Name: UTORG PAY LTD.,  Operating Name: UTORG PAY LTD.","320 - 350 RUTHERFORD ROAD SOUTH, PLAZA II,BRAMPTON,ONTARIO,CANADA,L6W 4N6","Foreign Exchange, Money Transferring, Virtual Currency, PSP",Registered
"Legal Name: MAPLE GOOSE HOLDING CORP.,  Operating Name: MAPLE GOOSE HOLDING CORP.","204-1020 DENISON ST.,MARKHAM,ONTARIO,CANADA,M2N6K1","Foreign Exchange, Virtual Currency, Crowdfunding",Registered
"Legal Name: AZIZI FOREX EXCHANGE,  Operating Name: AZIZI FOREX EXCHANGE","3064 HURONTARIO STREET UNIT A,MISSISSAUGA,ONTARIO,CANADA,L5B1N7","Foreign Exchange, Money Transferring",Registered
"Legal Name: KAIZECH INC.,  Operating Name: KAIZECH INC.","A530 - 1100 KING STREET WEST,TORONTO,ONTARIO,CANADA,M6K 0C6","Foreign Exchange, Money Transferring, Virtual Currency, PSP",Registered
"Legal Name: WEB3EXCHANGE LIMITED,  Operating Name: WEB3EXCHANGE LIMITED","21 TEAGARDEN CT,WHITBY,ONTARIO,CANADA,L1R 2H9","Foreign Exchange, Money Transferring, Virtual Currency",Registered
"Legal Name: ONEVAULT CANADA LTD.,  Operating Name: ONEVAULT","1235 BAY STREET, 5TH FLOOR, OFFICE NO. 529,TORONTO,ONTARIO,CANADA,M5R 3K4","Foreign Exchange, Money Transferring, Virtual Currency, PSP",Registered
"Legal Name: MONEYCHASE LTD,  Operating Name: MONEYCHASE LTD","52 SCARSDALE AVE, UNIT 115,TORONTO,ONTARIO,CANADA,M3A3L7","Foreign Exchange, Money Transferring, Virtual Currency",Registered
"Legal Name: SILIVERU EXCHANGE INC,  Operating Name: SILIVERU EXCHANGE INC","108 BRANT AVE ,GUELPH,ONTARIO,CANADA,N1E1G3","Foreign Exchange, Money Transferring, Virtual Currency",Registered
"Legal Name: LINKQIT PAYMENTS INC.,  Operating Name: LINKQIT","150 GRAYDON HALL DRIVE, UNIT 210,NORTH YORK,ONTARIO,CANADA,M3A3B1","Foreign Exchange, Money Transferring",Registered
"Legal Name: CAPI MONEY CANADA LTD.,  Operating Name: CAPI MONEY","807-130 SPADINA AVENUE,TORONTO,ONTARIO,CANADA,M8V3W6","Foreign Exchange, Money Transferring, PSP",Registered
"Legal Name: PAYAZA AFRICA LIMITED,  Operating Name: PAYAZA","333 BAY STREET UNIT 1400,TORONTO,ONTARIO,CANADA,M5H 2R2","Foreign Exchange, Money Transferring, PSP",Registered
"Legal Name: STARLETTE FOREIGN EXCHANGE INC.,  Operating Name: STARLETTE FOREIGN EXCHANGE INC.","3 - 3463 SHEPPARD AVENUE,SCARBOROUGH,ONTARIO,CANADA,M1T 3K5","Foreign Exchange, Money Transferring, Virtual Currency, PSP",Registered
"Legal Name: PAYSECTION INC.,  Operating Name: PAYSECTION INC.","49 HIGH STREET,BARRIE,ONTARIO,CANADA,L4N5J4","Foreign Exchange, Money Transferring, Virtual Currency, PSP",Registered
"Legal Name: FORTRESS ALGO INC,  Operating Name: WIREMI","21 KING ST W,HAMILTON,ONTARIO,CANADA,L8P 4W7","Foreign Exchange, Money Transferring, Virtual Currency, Crowdfunding, PSP",Registered
"Legal Name: DARTSPAY INCORPORATED,  Operating Name: DARTSPAY INCORPORATED","62 CLARKSON CRESCENT,KANATA,ONTARIO,CANADA,K2L3E2","Foreign Exchange, Money Transferring",Registered
"Legal Name: 1000562552 ONTARIO LTD.,  Operating Name: 1000562552 ONTARIO LTD.","250 YONGE ST. UNIT 2201,TORONTO,ONTARIO,CANADA,M5B 2L7","Foreign Exchange, Money Transferring, Virtual Currency, PSP",Registered
"Legal Name: BF NETWORK CA LTD.,  Operating Name: BF NETWORK CA LTD.","642 SHEPPARD AVE E,NORTH YORK,ONTARIO,CANADA,M2K 1B9","Foreign Exchange, Money Transferring, Virtual Currency",Registered
"Legal Name: SIKA BOX CDN INCORPORATED,  Operating Name: SIKA","415 WILLOWDALE AVE UNIT 1104,TORONTO,ONTARIO,CANADA,M2N5B4","Foreign Exchange, Money Transferring, Virtual Currency, PSP",Registered
"Legal Name: PI EXCHANGE CORPORATION,  Operating Name: PI EXCHANGE CORPORATION","315 BROADRIDGE CRESCENT,ORLEANS,ONTARIO,CANADA,K1W 0H1","Foreign Exchange, Money Transferring, Virtual Currency",Registered
"Legal Name: COSGN INC,  Operating Name: COSGN INC","4800 - 1 KING STREET WEST,TORONTO,ONTARIO,CANADA,M5H 1A1","Foreign Exchange, Money Transferring, Virtual Currency, Crowdfunding, PSP",Registered
"Legal Name: POLARBEAR REMIT INC.,  Operating Name: POLARBEAR REMIT INC.","ONE DUNDAS STREET WEST,  SUITE 2500,TORONTO,ONTARIO,CANADA,M5G1Z3","Foreign Exchange, Money Transferring",Registered
"Legal Name: GILLIBRANDS LTD.,  Operating Name: GILLIBRANDS LTD.","4711 YONGE ST 10TH FLOOR,TORONTO,ONTARIO,CANADA,M2N6K8","Foreign Exchange, Virtual Currency, PSP",Registered
"Legal Name: TREASURE EXCHANGE CORP.,  Operating Name: TREASURE EXCHANGE CORP.","18 KENMORE RD,HAMILTON,ONTARIO,CANADA,L8S3T7","Foreign Exchange, Money Transferring, Virtual Currency, PSP",Registered
"Legal Name: NOTA INC.,  Operating Name: NOTA INC.","1110 FINCH AVENUE WEST, SUITE 406,NORTH YORK,ONTARIO,CANADA,M3J2T2","Foreign Exchange, Money Transferring, Virtual Currency, PSP",Registered
"Legal Name: BAYROCK DIGITAL LTD.,  Operating Name: BAYROCK DIGITAL LTD.","1400-18 KING STREET EAST,TORONTO,ONTARIO,CANADA,M5C1C4","Foreign Exchange, Money Transferring, Virtual Currency, PSP",Registered
"Legal Name: EASY PAYMENTS INC.,  Operating Name: EZ2PAY, EASY2PAY","234 EGLINTON AVE. E., SUITE 501,TORONTO,ONTARIO,CANADA,M4P1K5","Foreign Exchange, Money Transferring, Virtual Currency, PSP",Registered
"Legal Name: NALA PAYMENTS CANADA INC.,  Operating Name: NALA","100 KING STREET WEST,TORONTO,ONTARIO,CANADA,M5X1B8","Foreign Exchange, Money Transferring, PSP",Registered
"Legal Name: GIG FIN CORP.,  Operating Name: GIGBANC","609-112 ST JAMES ST,LONDON,ONTARIO,CANADA,N6A0G1","Foreign Exchange, Money Transferring, PSP",Registered
"Legal Name: 7TH HAVEN FINANCE INC,  Operating Name: 7TH HAVEN FINANCE INC","628 LINCOLN ROAD,WINDSOR,ONTARIO,CANADA,N8Y2G7","Foreign Exchange, Money Transferring",Registered
"Legal Name: BYEX TECHNOLOGY LTD.,  Operating Name: BYEX TECHNOLOGY LTD.","1315 PICKERING PKWY, SUITE 300,PICKERING,ONTARIO,CANADA,L1V7G5","Foreign Exchange, Money Transferring, Virtual Currency, PSP",Registered
"Legal Name: GTXN CANADA INC.,  Operating Name: GTXN CANADA INC.","7700 HURONTARIO ST, UNIT 503,BRAMPTON,ONTARIO,CANADA,L6Y4M3","Foreign Exchange, Money Transferring",Registered
"Legal Name: TIDEBRIDGE EXCHANGE LTD.,  Operating Name: TIDEBRIDGE EXCHANGE LTD.","2967 DUNDAS ST W. UNIT #79,TORONTO,ONTARIO,CANADA,M6P1Z2","Foreign Exchange, Money Transferring, Virtual Currency",Registered
"Legal Name: BANKOSWIFT INC.,  Operating Name: BANKOSWIFT INC.","1 DUNDAS ST W SUITE 2500,TORONTO,ONTARIO,CANADA,M5G 1Z3","Foreign Exchange, Money Transferring, Virtual Currency",Registered
"Legal Name: SWETCHE SYSTEMS LTD.,  Operating Name: SWETCHE SYSTEMS LTD.","1304-15 GREENVIEW AVENUE,TORONTO,ONTARIO,CANADA,M2M 4M7","Foreign Exchange, Money Transferring, Virtual Currency, PSP",Registered
"Legal Name: WEALTHSIMPLE INVESTMENTS INC.,  Operating Name: WEALTHSIMPLE","400 - 80 SPADINA AVENUE,TORONTO,ONTARIO,CANADA,M5V 2J4","Foreign Exchange, Money Transferring, Issuing and Redeeming Money Orders, Virtual Currency, Cheque Cashing",Registered
"Legal Name: SENDEAU CORP.,  Operating Name: SENDEAU CORP.","16 - 1826 ROBERTSON ROAD, SUITE 334,OTTAWA,ONTARIO,CANADA,K2H 5Z6","Foreign Exchange, Money Transferring",Registered
"Legal Name: BLAAIZ INNOVATIONS TECHNOLOGY LTD.,  Operating Name: BLAAIZ","333 BAY STREET UNIT 1400,TORONTO,ONTARIO,CANADA,M5H2R2","Foreign Exchange, Money Transferring, PSP",Registered
"Legal Name: CREST INTERNATIONAL BUSINESS LIMITED,  Operating Name: CREST INTERNATIONAL BUSINESS LIMITED","71 GRENADIER CRES,VAUGHAN,ONTARIO,CANADA,L4J7V8","Foreign Exchange, Money Transferring, Virtual Currency",Registered
"Legal Name: FIRST CLASS PAYMENTS INC.,  Operating Name: FIRST CLASS PAYMENTS INC.","300 - 73 WATER STREET NORTH, CUBEOFFICE-A02,CAMBRIDGE,ONTARIO,CANADA,N1R 7L6","Foreign Exchange, Money Transferring",Registered
"Legal Name: AXEPAY INC.,  Operating Name: AXEPAY INC.","180 UNIVERSITY, SUITE 2901,TORONTO,ONTARIO,CANADA,M5H0A2","Foreign Exchange, Money Transferring, Virtual Currency, Crowdfunding, PSP",Registered
"Legal Name: RANJITH CONSULTANCY SERVICES INC.,  Operating Name: RANJITH CONSULTANCY SERVICES INC.","17 BOYCE AVENUE,SCARBOROUGH,ONTARIO,CANADA,M1J 1K4","Foreign Exchange, Money Transferring, Issuing and Redeeming Money Orders, Virtual Currency, PSP",Registered
"Legal Name: LINEARSEND INC.,  Operating Name: REVVE","49 HIGH STREET, 3RD FLOOR,BARRIE,ONTARIO,CANADA,L4N 5J4","Foreign Exchange, Money Transferring, Virtual Currency",Registered
"Legal Name: Muva Networks Limited,  Operating Name: Muva Networks","48 ROOKIE CRESCENT,OTTAWA,ONTARIO,CANADA,K2V0R9","Foreign Exchange, Money Transferring, Virtual Currency, PSP",Registered
"Legal Name: KORRENCY EXCHANGE INC.,  Operating Name: KORRENCY","44 POPLAR CRESCENT,WELLAND,ONTARIO,CANADA,L3C6W2","Foreign Exchange, Money Transferring, PSP",Registered
"Legal Name: VEMOPAY INC.,  Operating Name: VEMOPAY INC.","300 SUPERTEST RD., UNIT 1,NORTH YORK,ONTARIO,CANADA,M3J2M2","Foreign Exchange, Money Transferring, Virtual Currency, PSP",Registered
"Legal Name: ULTRA MULTIPURPOSE TECHNOLOGY LIMITED,  Operating Name: ULTRA APP","162 AGAVA STREET,BRAMPTON,ONTARIO,CANADA,L7A4R9","Foreign Exchange, Money Transferring, Virtual Currency, PSP",Registered
"Legal Name: RIVO SOLUTIONS LTD.,  Operating Name: RIVO SOLUTIONS LTD.","150 KING STREET WEST SUITE 361,TORONTO,ONTARIO,CANADA,M5H3T9","Foreign Exchange, Money Transferring, Virtual Currency",Registered
"Legal Name: MMP EXCHANGE CORP.,  Operating Name: MMP EXCHANGE CORP.","7181 YONGE STREET UNIT 64,THORNHILL,ONTARIO,CANADA,L3T0C7","Foreign Exchange, Money Transferring, Virtual Currency",Registered
"Legal Name: VELLIS INC.,  Operating Name: VELLIS INC.","30 EGLINTON AVENUE WEST,MISSISSAUGA,ONTARIO,CANADA,L5R3E7","Foreign Exchange, Money Transferring, PSP",Registered
"Legal Name: CLAVIS FINTECH SOLUTIONS INC.,  Operating Name: CLAVIS FINTECH SOLUTIONS INC.","UNIT 203 , 16 RUTHERFORD RD S,BRAMPTON,ONTARIO,CANADA,L6W3J1","Foreign Exchange, Money Transferring, Virtual Currency, PSP",Registered
"Legal Name: EXTREME TECHNOLOGY INC.,  Operating Name: EXTREME CURRENCY EXCHANGE","7181 YONGE ST. UNIT 4,THORNHILL,ONTARIO,CANADA,L3T 0C7","Foreign Exchange, Money Transferring, Virtual Currency",Registered
"Legal Name: POKEPAY TECHNOLOGY CO., LTD.,  Operating Name: POKEPAY TECHNOLOGY CO., LTD.","2425 MATHESON BLVD E 8TH FLOOR,MISSISSAUGA,ONTARIO,CANADA,L4W5K4","Foreign Exchange, Money Transferring, Virtual Currency, PSP",Registered
"Legal Name: 14569873 CANADA INC.,  Operating Name: 14569873 CANADA INC.","106 BEACHVALE LANE,OTTAWA,ONTARIO,CANADA,K2W1G7","Foreign Exchange, Money Transferring, Virtual Currency, Crowdfunding, PSP",Registered
"Legal Name: RNZ NEXUS INC.,  Operating Name: RNZ NEXUS INC.","160 BANTRY AVE,RICHMOND HILL,ONTARIO,CANADA,L4B4S6","Foreign Exchange, Money Transferring",Registered
"Legal Name: NEOMONEY INC.,  Operating Name: NEOMONEY INC.","C6 - 80 BIRMINGHAM ST,TORONTO,ONTARIO,CANADA,M8V3W6","Foreign Exchange, Money Transferring, Virtual Currency, PSP",Registered
"Legal Name: SARDANA, ANKUSH,  Operating Name: FOREX EXPERTS CANADA","144 ANDREW PARK,WOODBRIDGE,ONTARIO,CANADA,L4L1G2","Foreign Exchange, Money Transferring",Registered
"Legal Name: MIRACLE PACE INC.,  Operating Name: MIRACLE PACE INC.","31 RUSHBROOKE AVENUE,TORONTO,ONTARIO,CANADA,M4M 3A8","Foreign Exchange, Money Transferring, Issuing and Redeeming Money Orders, Virtual Currency, Crowdfunding, PSP",Registered
"Legal Name: PUSH2PAY CORP.,  Operating Name: PUSH2PAY CORP.","1 - 300 SUPERTEST ROAD,TORONTO,ONTARIO,CANADA,M3J 2M2","Foreign Exchange, Money Transferring, Issuing and Redeeming Money Orders, Virtual Currency, Crowdfunding, PSP",Registered
"Legal Name: DIAMOND THORN INC.,  Operating Name: DIAMOND THORN INC.","807 - 130 SPADINA AVENUE,TORONTO,ONTARIO,CANADA,M5V 2L4","Foreign Exchange, Money Transferring, PSP",Registered
"Legal Name: WEBSEA GLOBAL HOLDING LIMITED,  Operating Name: WEBSEA GLOBAL HOLDING LIMITED","9131 KEELE ST, SUITE A4,VAUGHAN,ONTARIO,CANADA,L4K0G7","Foreign Exchange, Money Transferring, Virtual Currency",Registered
"Legal Name: DELTA LOGISTICS CORPORATION,  Operating Name: DELTA LOGISTICS CORPORATION","2450 FINCH AVENUE WEST UNIT 2,NORTH YORK,ONTARIO,CANADA,M9M2E9","Foreign Exchange, Money Transferring, Issuing and Redeeming Money Orders, Virtual Currency, Crowdfunding, PSP",Registered
"Legal Name: YOUSEND INC.,  Operating Name: YOUSEND INC.","59 ROCKLEDGE DRIVE,HANNON,ONTARIO,CANADA,L0R 1P0","Foreign Exchange, Money Transferring",Registered
"Legal Name: OPENPYMTS INC,  Operating Name: OPENPYMTS INC","732 SCOTT BLVD,MILTON,ONTARIO,CANADA,L9T0Y3","Foreign Exchange, Money Transferring, Virtual Currency, PSP",Registered
"Legal Name: MARKET FINTECH LTD.,  Operating Name: CLEARLY PAY","125-720 KING STREET WEST, SUITE 2000,TORONTO,ONTARIO,CANADA,M5V3S5","Foreign Exchange, Money Transferring, Virtual Currency, PSP",Registered
"Legal Name: MATRAQ INTEGRATED LIMITED,  Operating Name: CASHTELLA","E171 - 3600 STEELES AVENUE EST,MARKHAM,ONTARIO,CANADA,L3R 9Z7","Foreign Exchange, Money Transferring, PSP",Registered
"Legal Name: MEDIACUBE PAY INC.,  Operating Name: MC PAY","C6 - 80 BIRMINGHAM ST,TORONTO,ONTARIO,CANADA,M8V3W6","Foreign Exchange, Money Transferring, Virtual Currency",Registered
"Legal Name: 15620449 CANADA INC.,  Operating Name: GREENORE INCORPORATED","42 KINGHAM ROAD,ACTON,ONTARIO,CANADA,L7J1S4","Foreign Exchange, Virtual Currency",Registered
"Legal Name: CANAPAY LIMITED,  Operating Name: CANAPAY LIMITED","731D - 2967 DUNDAS STREET WEST,TORONTO,ONTARIO,CANADA,M6P 1Z2","Foreign Exchange, Money Transferring, Virtual Currency, Crowdfunding",Registered
"Legal Name: BABAN EXCHANGE AND FINANCIAL SERVICES INC.,  Operating Name: BABAN EXCHANGE AND FINANCIAL SERVICES INC.","60 BETTERTON CRES,BRAMPTON,ONTARIO,CANADA,L7A0S6","Foreign Exchange, Money Transferring",Registered
"Legal Name: PG TRADING LTD.,  Operating Name: PG TRADING LTD.","UNIT 155, 2960 DREW ROAD,MISSISSAUGA,ONTARIO,CANADA,L4T0A5","Foreign Exchange, Money Transferring",Registered
"Legal Name: MEGATECH TECHNOLOGY INC.,  Operating Name: ALFA EXCHANGE","1225 KENNEDY ROAD SUIT 200,SCARBOROUGH,ONTARIO,CANADA,M1P4Y1","Foreign Exchange, Money Transferring",Registered
"Legal Name: ACANIS MAJOR CORP.,  Operating Name: ACANIS MAJOR CORP.","300 SUPERTEST RD., UNIT 1,NORTH YORK,ONTARIO,CANADA,M3J2M2","Foreign Exchange, Money Transferring, Issuing and Redeeming Money Orders, Virtual Currency, PSP",Registered
"Legal Name: ONESAFE INC.,  Operating Name: ONESAFE","267 MURRAY ROSS PKY,NORTH YORK,ONTARIO,CANADA,M3J3N6","Foreign Exchange, Money Transferring, Virtual Currency, PSP",Registered
"Legal Name: ENTTERPRICE CANADA LIMITED,  Operating Name: ENTTERPRICE CANADA LIMITED","825 CHURCH ST, UNIT 2105,TORONTO,ONTARIO,CANADA,M4W3Z4","Foreign Exchange, Money Transferring, Virtual Currency, PSP",Registered
"Legal Name: VARNI LABS CA INC.,  Operating Name: ROMA","1989 LAWRENCE AVE E, UNIT #149,TORONTO,ONTARIO,CANADA,M1R2Z2","Foreign Exchange, Money Transferring, Virtual Currency",Registered
"Legal Name: 1000739862 ONTARIO INC.,  Operating Name: CITY XCHANGE","219 FORT YORK BLVD UNIT 3702,TORONTO,ONTARIO,CANADA,M5V1B1","Foreign Exchange, Money Transferring, Issuing and Redeeming Money Orders",Registered
"Legal Name: ELPA CORP.,  Operating Name: ELPA CURRENCY EXCHANGE","870 ROBELLINO CRT,NEWMARKET,ONTARIO,CANADA,L3X1L5","Foreign Exchange, Money Transferring",Registered
"Legal Name: YORK TRUST EXCHANGE AND FINANCIAL SERVICE INC.,  Operating Name: YORK TRUST EXCHANGE AND FINANCIAL SERVICE INC.","10115 YONGE ST,RICHMOND HILL,ONTARIO,CANADA,L4C1T7",Foreign Exchange,Registered
"Legal Name: OHENHEN, OSASENNAGA,  Operating Name: MONA SERVICES","56 MASKELL CRES,WHITBY,ONTARIO,CANADA,L1P0J6","Foreign Exchange, Money Transferring, Virtual Currency, PSP",Registered
"Legal Name: Vera Finance Ltd. ,  Operating Name: Vera Finance Ltd.","20 BAY STREET, 11TH FLOOR,TORONTO,ONTARIO,CANADA,M5J 2N8","Foreign Exchange, Money Transferring, Virtual Currency, Crowdfunding, PSP",Registered
"Legal Name: Breadxpay Limited,  Operating Name: BREADX PAY","1270 CENTRAL W. PARKWAY, 102,MISSISSAUGA,ONTARIO,CANADA,L5C 4P4","Foreign Exchange, Money Transferring",Registered
"Legal Name: MRC Pay International Corp.,  Operating Name: MRC Pay International Corp.","116 ALBERT STREET,OTTAWA,ONTARIO,CANADA,K1P 5G3","Foreign Exchange, Money Transferring, Virtual Currency",Registered
"Legal Name: REMIT247 INC.,  Operating Name: REMIT247","204 - 370 MAIN STREET E,HAMILTON,ONTARIO,CANADA,L8N 1J6","Foreign Exchange, Money Transferring, Virtual Currency, PSP",Registered
"Legal Name: Easy Transfers Inc.,  Operating Name: Easy Transfers Inc.","1608-9 VALHALLA INN ROAD,ETOBICOKE,ONTARIO,CANADA,M9B 0B2","Foreign Exchange, Money Transferring, Virtual Currency",Registered
"Legal Name: Spark Tech Hub Limited,  Operating Name: Spark Tech Hub Limited","2685 MAGDALEN PATH,OSHAWA,ONTARIO,CANADA,L1L 0R6","Foreign Exchange, Money Transferring, PSP",Registered
"Legal Name: Crosboda Wallet Limited,  Operating Name: Crosboda Wallet","C6 - 80 BIRMINGHAM ST.,ETOBICOKE,ONTARIO,CANADA,M8V3W7","Foreign Exchange, Money Transferring, PSP",Registered
"Legal Name: Nuage Payments Canada Limited,  Operating Name: Nuage Payments Canada Limited","55 UNIVERSITY AVE, SUITE 1100,TORONTO,ONTARIO,CANADA,M5J 2H7","Foreign Exchange, Money Transferring, Virtual Currency, PSP",Registered
"Legal Name: PRAMUKH CORPORATION INC ,  Operating Name: PRAMUKH FOREIGN EXCHANGE","403-99 DONN AVENUE,STONEY CREEK,ONTARIO,CANADA,L8G5B2","Foreign Exchange, Money Transferring, Issuing and Redeeming Money Orders, Crowdfunding, PSP",Registered
"Legal Name: NESTBLOCK INTERNATIONAL INC.,  Operating Name: NESTBLOCK INTERNATIONAL INC.","807 - 130 SPADINA AVENUE,TORONTO,ONTARIO,CANADA,M5V 2L4","Foreign Exchange, Money Transferring, Virtual Currency, PSP",Registered
"Legal Name: 1000749547 ONTARIO INC.,  Operating Name: Tiffany Currency Exchange","2 ANNDALE DR, UNIT 2010,NORTH YORK,ONTARIO,CANADA,M2N 0G5",Foreign Exchange,Registered
"Legal Name: ROCKET CASH INC.,  Operating Name: ROCKET CASH INC.","155 EAST BEAVER CREEK RD, 24-147,RICHMOND HILL,ONTARIO,CANADA,L4B 2N1","Foreign Exchange, Money Transferring, Virtual Currency, PSP",Registered
"Legal Name: EXPRESS REMIT INC.,  Operating Name: Express Remit, Swift Send","49 THORNCLIFFE PARK DRIVE, SUITE 901,TORONTO,ONTARIO,CANADA,M4H 1J6","Foreign Exchange, Money Transferring, Issuing and Redeeming Money Orders, Virtual Currency, PSP",Registered
"Legal Name: PADIEPAY GLOBAL PAYMENT INC.,  Operating Name: PADIEPAY GLOBAL PAYMENT INC.","154 THURMAN CIRCLE,LONDON,ONTARIO,CANADA,N5V 4Z2","Foreign Exchange, Money Transferring",Registered
"Legal Name: MAXNAM SOLUTIONS LTD.,  Operating Name: MAXNAM SOLUTIONS LTD.","1907 BASELINE RD, UNIT 104,OTTAWA,ONTARIO,CANADA,K2C 0C7","Foreign Exchange, Money Transferring, Virtual Currency",Registered
"Legal Name: NWAGBO, IRENE,  Operating Name: Pengo Exchange","1763B RUSSELL ROAD ,OTTAWA,ONTARIO,CANADA,K1W 0N1","Foreign Exchange, Money Transferring",Registered
"Legal Name: 2865478 ONTARIO INC,  Operating Name: QADR MONEY EXCHANGE","6097 YONGE ST. SECOND FLOOR,TORONTO,ONTARIO,CANADA,M2M 3W2","Foreign Exchange, Money Transferring",Registered
"Legal Name: Payflow Financial Services Ltd.,  Operating Name: Payflow Financial Services Ltd.","1140 SHEPPARD AVENUE WEST, UNIT 12,NORTH YORK,ONTARIO,CANADA,M3K 2A2","Foreign Exchange, Money Transferring, PSP, Armoured Cars",Registered
