name,address,services,status
"Legal Name: SUASANA INTERNATIONAL LIMITED,  Operating Name: SUASANA INTERNATIONAL LIMITED","02-01, 5250 SATELLITE DR,MISSISSAUGA,ONTARIO,CANADA,L4W 5G5","Foreign Exchange, Money Transferring, Virtual Currency",Registered
"Legal Name: SENDPAY FINTECH LTD.,  Operating Name: SENDPAY, SENDPAY CRYPTO ASSETS","212 KING ST W, 6TH FLOOR, SUITE 601,TORONTO,ONTARIO,CANADA ,M5H 1K5","Foreign Exchange, Money Transferring, Issuing and Redeeming Money Orders, Virtual Currency, PSP, Cheque Cashing",Registered
"Legal Name: SWIFT FINTECH LTD.,  Operating Name: SWIFTPAY, SWIFT CRYPTO ASSETS, SWIFT CURRENCY EXCHANGE","231 OAK PARK BLVD, SUITE 301,OAKVILLE ,ONTARIO,CANADA,L6H 7S8","Foreign Exchange, Money Transferring, Issuing and Redeeming Money Orders, Virtual Currency, PSP, Cheque Cashing",Registered
"Legal Name: CASHWAVE LTD.,  Operating Name: WAVEPAY, WAVE CRYPTO ASSETS, WAVE CURRENCY EXCHANGE","55 VILLAGE CENTRE PLACE, UNIT 200,MISSISSAUGA,ONTARIO,CANADA ,L47 1V9","Foreign Exchange, Money Transferring, Issuing and Redeeming Money Orders, Virtual Currency, PSP, Cheque Cashing, WLATM",Registered
"Legal Name: IMAM MONEY & CRYPTO SERVICES ,  Operating Name: IMAM MONEY & CRYPTO SERVICES","203-3650 KINGSTON ROAD,SCARBOROUGH,ONTARIO,CANADA,M1M 3X9","Foreign Exchange, Money Transferring, Issuing and Redeeming Money Orders, Virtual Currency, PSP",Registered
"Legal Name: CHEQUEEXCHANGE CORP.,  Operating Name: CHEQUEEXCHANGE CORP.","40 CARLYLE CRESCENT,AURORA ,ONTARIO,CANADA ,L4G 6G6","Foreign Exchange, Money Transferring, Issuing and Redeeming Money Orders, Virtual Currency, PSP, Cheque Cashing",Registered
"Legal Name: BLOCKS FINTECH LTD,  Operating Name: BLOCKSPAY, BLOCKS VIRTUAL ASSETS","205-1300 CORNWALL ROAD,OAKVILLE,ONTARIO,CANADA,L6J 7W5","Foreign Exchange, Money Transferring, Issuing and Redeeming Money Orders, Virtual Currency, PSP, Cheque Cashing",Registered
"Legal Name: SHOUT 2025 LTD.,  Operating Name: SHOUT 2025 LTD.","10 FOUR SEASONS PLACE, SUITE 1000,TORONTO,ONTARIO,CANADA,M9B 6H7","Foreign Exchange, Money Transferring, Virtual Currency, PSP",Registered
"Legal Name: DIRECTPAY FINTECH LTD.,  Operating Name: DIRECTPAY, DIRECTPAY CRYPTO ASSETS, DIRECTPAY CURRENCY EXCHANGE","18 KING ST E, SUITE 1400,TORONTO,ONTARIO,CANADA,M5C 1C4","Foreign Exchange, Money Transferring, Issuing and Redeeming Money Orders, Virtual Currency, PSP, Cheque Cashing",Registered
"Legal Name: FUTURE SUN CORPORATION,  Operating Name: FUTURE SUN CORP","4 BORDEN STREET,NEPEAN,ONTARIO,CANADA,K2H 8C8","Foreign Exchange, Money Transferring, Virtual Currency, PSP",Registered
"Legal Name: BEST WAY SOLUTIONS INC.,  Operating Name: HANNAH EXCHANGE","115-8763 BAYVIEW AVENUE,RICHMOND HILL,ONTARIO,CANADA,L4B 3V1",Foreign Exchange,Registered
"Legal Name: SILOM INTERNATIONAL LIMITED,  Operating Name: SILOM INTERNATIONAL LIMITED","201-10095 BRAMALEA ROAD,BRAMPTON,ONTARIO,CANADA,L6R 0K1","Foreign Exchange, Money Transferring, Virtual Currency",Registered
"Legal Name: NORTHLINK REMITTANCE INC.,  Operating Name: NORTHLINK REMITTANCE - NLRM","701 - 67 YONGE STREET,TORONTO,ONTARIO,CANADA,M5E 1J8","Foreign Exchange, Money Transferring, PSP",Registered
"Legal Name: STUDENTIFY INC.,  Operating Name: STUDENTIFY INC.","5152 MICMAC CRESCENT,MISSISSAUGA,ONTARIO,CANADA,L5R 2C9","Foreign Exchange, Money Transferring",Registered
"Legal Name: 14499468 CANADA INCORPORATED,  Operating Name: SYNOLO","103-250 THE ESPLANADE,TORONTO,ONTARIO,CANADA,M5A 1J2","Foreign Exchange, Money Transferring, Virtual Currency, PSP, Armoured Cars",Registered
"Legal Name: BANKINGRAIL FINTECH LTD.,  Operating Name: RAILPAY, RAIL CRYPTO ASSETS","220 WINSTON PARK DR, SUITE 200,OAKVILLE,ONTARIO,CANADA,L6H 6X7","Foreign Exchange, Money Transferring, Issuing and Redeeming Money Orders, Virtual Currency, PSP, Cheque Cashing",Registered
"Legal Name: 11269836 CANADA LTD,  Operating Name: WESTERN BAY","UNIT 1805 - VERDALE CROSSING RD,MARKHAM,ONTARIO,CANADA,L6G 0H6","Foreign Exchange, Money Transferring, Virtual Currency",Registered
"Legal Name: DOREWA INNOVATIONS LIMITED,  Operating Name: DOREWA INNOVATIONS LIMITED","96 METRO CRESCENT,BRAMPTON,ONTARIO,CANADA,L7A 4N8","Foreign Exchange, Money Transferring, PSP",Registered
"Legal Name: M EXCHANGE INC.,  Operating Name: M EXCHANGE","101 - 10376 YONGE STREET,RICHMOND HILL,ONTARIO,CANADA,L4C 3B8","Foreign Exchange, Money Transferring",Registered
"Legal Name: TRILUME GLOBAL PAYMENTS INC.,  Operating Name: TRILUME GLOBAL PAYMENTS","102 - 1270 CENTRAL PARKWAY WEST,MISSISSAUGA,ONTARIO,CANADA,L5C 4P4","Foreign Exchange, Money Transferring, Virtual Currency, PSP",Registered
"Legal Name: DIRBILL INC.,  Operating Name: DIRBILL","107-235 DIXON ROAD,TORONTO,ONTARIO,CANADA,M9P 2M5","Foreign Exchange, Money Transferring, PSP",Registered
"Legal Name: STRING TECHNOLOGIES INC.,  Operating Name: STRING PAYMENTS, STRING MONEY","1063 DOUGLAS MCCURDY COMMON,MISSISSAUGA,ONTARIO,CANADA,L5G 0C5","Foreign Exchange, Money Transferring, Virtual Currency, PSP",Registered
"Legal Name: BANKZO FINTECH LTD.,  Operating Name: BANKZOPAY, BANKZO CRYPTO ASEETS, BANKZO CURRENCY EXCHANGE","2020 WINSTON PARK DR, SUITE 200-02,OAKVILLE,ONTARIO,CANADA,L6H 6X7","Foreign Exchange, Money Transferring, Issuing and Redeeming Money Orders, Virtual Currency, PSP, Cheque Cashing",Registered
"Legal Name: TRIPLINE SOLUTIONS INC.,  Operating Name: TRIPLINE SOLUTIONS INC.","1719-585 BLOOR STREET EAST,TORONTO,ONTARIO,CANADA,MW4 0B3","Foreign Exchange, Money Transferring, Virtual Currency",Registered
"Legal Name: RAMIN SABERI FAR,  Operating Name: SILK ROAD CURRENCY EXCHANGE","1-301 SPADINA AVENUE,TORONTO,ONTARIO,CANADA,M5T 2E6",Foreign Exchange,Registered
"Legal Name: UNDIYAL INC.,  Operating Name: UNDIYAL","1932 BROOKSHIRE SQUARE,PICKERING,ONTARIO,CANADA,L1V 5E9","Foreign Exchange, Money Transferring, Virtual Currency, PSP",Registered
"Legal Name: HEYPAY LTD.,  Operating Name: HEYPAY, HEY CRYPTO ASSETS, HEY CURRENCY EXCHANGE","2020 WINSTON PARK DR, SUITE 200,OAKVILLE,ONTARIO,CANADA,L6H 6X7","Foreign Exchange, Money Transferring, Issuing and Redeeming Money Orders, Virtual Currency, PSP, Cheque Cashing",Registered
"Legal Name: WALLETVIBE LTD.,  Operating Name: VIBPAY, VIBE CRYPTOS","145 1/2 CHURCH ST, UNIT 5, OFFICE #180,TORONTO,ONTARIO,CANADA,M5B 1Y4","Foreign Exchange, Money Transferring, Issuing and Redeeming Money Orders, Virtual Currency, PSP",Registered
"Legal Name: PAYVAA CANADA LTD.,  Operating Name: PAYVAA CANADA LTD.","807-130 SPADINA AVENUE,TORONTO,ONTARIO,CANADA,M8V 3W6","Foreign Exchange, Money Transferring, PSP",Registered
"Legal Name: SINOGENESIS LIMITED,  Operating Name: SINOGENESIS LIMITED","550-460 FRONT STREET WEST,TORONTO,ONTARIO,CANADA,M5V 3K2","Foreign Exchange, Virtual Currency, PSP",Registered
"Legal Name: SONIRIX TRANSFERS INC.,  Operating Name: SONIRIX TRANSFERS INC.","807-130 SPADINA AVENUE,TORONTO,ONTARIO,CANADA,M5V 2L4","Foreign Exchange, Money Transferring, Virtual Currency, PSP",Registered
"Legal Name: RAFIKI PAYMENTS INC.,  Operating Name: RAFIKI PAYMENTS","850 - 36 TORONTO STREET,TORONTO,ONTARIO,CANADA,M5C 2C5","Foreign Exchange, Money Transferring, Virtual Currency, PSP",Registered
"Legal Name: WAISON INTERNATIONAL LTD.,  Operating Name: WAISON INTERNATIONAL LTD.","203 - 94 LAKESHORE ROAD EAST,MISSISSAUGA,ONTARIO,CANADA,L5G 1E3","Foreign Exchange, Money Transferring, Virtual Currency",Registered
"Legal Name: FINXPLOR LIMITED,  Operating Name: FINXPLOR LIMITED","THE WRIGLEY BUILDING, 235 CARLAW AVENUE, 5TH FLOOR,TORONTO,ONTARIO,CANADA,M4M 2S1","Foreign Exchange, Money Transferring, Virtual Currency, PSP",Registered
"Legal Name: MAD DIGITAL EXCHANGE INC. ,  Operating Name: MAD DIGITAL EXCHANGE INC.","2150 BURNHAMTHORPE RD, UNIT #H26,MISSISSAUGA,ONTARIO,CANADA,L5L 5Z5","Foreign Exchange, Money Transferring, Virtual Currency",Registered
"Legal Name: PAYER PAY INTERNATIONAL. INC. ,  Operating Name: PAYER PAY","720-999 WEST BROADWAY STREET,VANCOUVER,ONTARIO,CANADA,V5Z 1K5","Foreign Exchange, Money Transferring, Issuing and Redeeming Money Orders, Virtual Currency, PSP, Cheque Cashing",Registered
"Legal Name: 11473743 CANADA INC.,  Operating Name: 11473743 CANADA INC.","3-8600 KEELE ST,CONCORD,ONTARIO,CANADA,L4K 2N2","Foreign Exchange, Money Transferring, Issuing and Redeeming Money Orders, Virtual Currency, Crowdfunding, PSP, Armoured Cars, Cheque Cashing",Registered
"Legal Name: GACOPAY COMPANIES LIMITED,  Operating Name: GACOPAY","1664 SORENSEN COURT,MILTON,ONTARIO,CANADA,L9E 1H4","Foreign Exchange, Money Transferring, PSP",Registered
"Legal Name: TRANSFERPACE TECHNOLOGY INC.,  Operating Name: TRANSFERPACE","575 BLOOR ST EAST STE 1711,TORONTO,ONTARIO,CANADA,M4W 0B2","Foreign Exchange, Money Transferring, Virtual Currency, PSP",Registered
"Legal Name: COINTERRA DIGITAL SOLUTIONS INC,  Operating Name: COINTERRA EXCHANGE","701-67 YONGE ST,TORONTO,ONTARIO,CANADA,M5E 1J8","Foreign Exchange, Money Transferring, Virtual Currency, PSP",Registered
"Legal Name: DM GLOBAL FINANCE LIMITED,  Operating Name: DM GLOBAL FINANCE LIMITED","2-27 CANNON ROAD,TORONTO,ONTARIO,CANADA,M8Y 1R8","Foreign Exchange, Money Transferring, Issuing and Redeeming Money Orders, Virtual Currency",Registered
"Legal Name: FINCRA TECHNOLOGIES LIMITED,  Operating Name: FINCRA TECHNOLOGIES LIMITED_x000D_","20 CAMDEN STREET,TORONTO,ONTARIO,CANADA,M5V 1V1","Foreign Exchange, Money Transferring, Virtual Currency, PSP",Registered
"Legal Name: 1001080499 ONTARIO INC.,  Operating Name: ARAZ EXCHANGE","9993 YONGE STREET UNIT B,RICHMOND HILL,ONTARIO,CANADA,L4C 1T9","Foreign Exchange, Money Transferring, Issuing and Redeeming Money Orders",Registered
"Legal Name: FALCON FINTECH LTD,  Operating Name: FALCON PAY, FALCON CRYPTO ASSETS, FALCON CURRENCY EXCHANGE","1300 CORNWALL ROAD, STE 201,OAKVILLE,ONTARIO,CANADA,N/A","Foreign Exchange, Money Transferring, Issuing and Redeeming Money Orders, Virtual Currency, PSP, Cheque Cashing",Registered
"Legal Name: ORANGEUS INNOVATIONS INC.,  Operating Name: ORANGEUS INNOVATIONS INC.","203 - 94 LAKESHORE ROAD EAST,MISSISSAUGA,ONTARIO,CANADA,L5G 1E3","Foreign Exchange, Money Transferring, Virtual Currency, PSP",Registered
"Legal Name: 2185368 ONTARIO INC.,  Operating Name: MAPLECOIN","156 JOZO WEIDER BLVD. 9C,BLUE MOUNTAINS,ONTARIO,CANADA,L9Y 0V2","Foreign Exchange, Money Transferring, Virtual Currency, PSP",Registered
"Legal Name: OMITSFX INC.,  Operating Name: OMITSFX INC.","993 MOSLEY STREET,WASAGA BEACH,ONTARIO,CANADA,L9Z 2G9","Foreign Exchange, Money Transferring, Virtual Currency",Registered
"Legal Name: KWEGO FINANCIAL TECHNOLOGY LIMITED,  Operating Name: KWEGOFX","300-125 LAKESHORE ROAD EAST,OAKVILLE,ONTARIO,CANADA,L6J 1H4","Foreign Exchange, Money Transferring",Registered
"Legal Name: ZOTA TECHNOLOGY (CA) INC.,  Operating Name: ZOTA TECHNOLOGY (CA) INC.","3400 - 333 BAY STREET,TORONTO,ONTARIO,CANADA,M5H 2S7","Foreign Exchange, Money Transferring, Virtual Currency, PSP",Registered
"Legal Name: PAY BANXY CORP.,  Operating Name: PAY BANXY CORP.","1-300 SUPERTEST ROAD,NORTH YORK,ONTARIO,CANADA,M3J 2M2","Foreign Exchange, Money Transferring, Virtual Currency, PSP",Registered
"Legal Name: MAYFAIR PAYMENTS INC.,  Operating Name: MAYFAIR PAYMENTS","UNIT 537, 2967 DUNDAS ST WEST,TORONTO,ONTARIO,CANADA,M6P 1Z2","Foreign Exchange, Money Transferring, Virtual Currency, PSP",Registered
"Legal Name: HFD GROUP,  Operating Name: MINTEX","1913 - 10 YORK STREET,TORONTO,ONTARIO,CANADA,M5J 0E1",Foreign Exchange,Registered
"Legal Name: WAM NOW TECHNOLOGIES CANADA LIMITED,  Operating Name: WAM NOW TECHNOLOGIES CANADA LIMITED","120 ADELAIDE STREET WEST, SUITE 2500,TORONTO,ONTARIO,CANADA,M5H 1T1","Foreign Exchange, Money Transferring, PSP",Registered
"Legal Name: KOOL TELECOM LTD.,  Operating Name: XCHANGEHOUSE","579 KINGSTON ROAD SUITE 130,TORONTO,ONTARIO,CANADA,M4E 1R3","Foreign Exchange, Virtual Currency, Crowdfunding, PSP",Registered
"Legal Name: ASTARYX FINANCE INC.,  Operating Name: ASTARYX FINANCE INC.","807-130 SPADINA AVENUE,TORONTO,ONTARIO,CANADA,M8V 3W6","Foreign Exchange, Money Transferring, Virtual Currency, PSP",Registered
"Legal Name: JETIVERY INC.,  Operating Name: JETIVERY","310-149 MAIN STREET WEST,HAMILTON,ONTARIO,CANADA,L8P 1H9","Foreign Exchange, Money Transferring, Virtual Currency, Crowdfunding, PSP",Registered
"Legal Name: SPG AI PAYMENT SOLUTIONS INC.,  Operating Name: SMARTPAYGENIE","7 BOWAN COURT,TORONTO,ONTARIO,CANADA,M2K 3A8","Foreign Exchange, Money Transferring, Virtual Currency, PSP",Registered
"Legal Name: STARSHIP TRADING INC.,  Operating Name: SEKKEH CURRENCY EXCHANGE","1 - 10111 YONGE STREET,RICHMOND HILL,ONTARIO,CANADA,L4C 1T7","Foreign Exchange, Money Transferring, Issuing and Redeeming Money Orders",Registered
"Legal Name: EXPRESSEND GLOBAL PAYMENTS INC.,  Operating Name: EXPRESSEND GLOBAL PAYMENTS INC.","1-175 REXDALE BLVD,ETOBICOKE,ONTARIO,CANADA,M9W 1P7","Foreign Exchange, Money Transferring, PSP",Registered
"Legal Name: OPEYEMI MOSES ADEMUYIWA,  Operating Name: ACE EXCHANGE MERCHANT","808 OLYMPIC GARDEN DRIVE,NORTH YORK,ONTARIO,CANADA,M2M 0B9","Foreign Exchange, Money Transferring, Issuing and Redeeming Money Orders, Virtual Currency, Crowdfunding, PSP, Cheque Cashing",Registered
"Legal Name: RASTKERDAR, MOHAMMADREZA,  Operating Name: CAPITAL CITY EXCHANGE","614 WINTERSET ROAD,KANATA,ONTARIO,CANADA,K2T 0R2","Foreign Exchange, Money Transferring",Registered
"Legal Name: 99 LAB INC.,  Operating Name: 99FI","C/O CATALYST COMMONS 210 - 137 GLASGOW STREET, OFFICE# 5049 ,KITCHENER,ONTARIO,CANADA,N3G 4X8","Foreign Exchange, Money Transferring",Registered
"Legal Name: S-EXPRESS INC. ,  Operating Name: S-EXPRESS INC.","3465 PLATINUM DRIVE UNIT 238 PMB 1003,MISSISSAUGA,ONTARIO,CANADA,L5M 2S1","Foreign Exchange, Money Transferring, Virtual Currency, PSP",Registered
"Legal Name: RELIABLE PESO REMIT INC,  Operating Name: RELIABLE PESO REMIT INC","60 BRIAN HARRISON WAY, UNIT 205,SCARBOROUGH,ONTARIO,CANADA,M1P5J5","Foreign Exchange, Money Transferring",Registered
"Legal Name: ZOBO PAYMENTS LTD,  Operating Name: ZOBO PAYMENTS LTD","1595 16TH AVENUE UNIT 301,RICHMOND HILL,ONTARIO,CANADA,L4B 3N9","Foreign Exchange, Money Transferring, PSP",Registered
"Legal Name: CAIBO INC,  Operating Name: CAIBO INC","56A MILL STREET EAST,ACTON,ONTARIO,CANADA,L7J 1H3","Foreign Exchange, Money Transferring, Virtual Currency",Registered
"Legal Name: DIGIFUNDS FINSERVICES LTD.,  Operating Name: DIGIFUNDS FINSERVICES LTD.","1907 BASELINE RD, UNIT 104,OTTAWA,ONTARIO,CANADA,K2C0C7","Foreign Exchange, Money Transferring, Virtual Currency, PSP",Registered
"Legal Name: 15480213 CANADA INC.,  Operating Name: ZAZI TRANSFER","516 PROMINENCE WAY,ORLEANS,ONTARIO,CANADA,K4A 5L3","Foreign Exchange, Money Transferring, PSP",Registered
"Legal Name: KRYTORA PAYMENTS LTD. ,  Operating Name: KRYTORA PAYMENTS LTD.","811-39 ANNIE CRAIG DRIVE,ETOBICOKE,ONTARIO,CANADA,M8V 0H1","Foreign Exchange, Money Transferring, Virtual Currency, PSP",Registered
"Legal Name: BIEXCHANGE INC.,  Operating Name: BIEXCHANGE INC.","206 - 94 LAKESHORE ROAD EAST,MISSISSAUGA,ONTARIO,CANADA,L5G 1E3","Foreign Exchange, Money Transferring, Virtual Currency, PSP",Registered
"Legal Name: WELLINGTON FOREIGN EXCHANGE CORPORATION,  Operating Name: WELLINGTON FOREIGN EXCHANGE CORPORATION","153 WELLINGTON STREET,KINGSTON,ONTARIO,CANADA,K7L3E1",Foreign Exchange,Registered
"Legal Name: ARTE FINANCE INC.,  Operating Name: ARTE FINANCE INC.","203 - 94 LAKESHORE ROAD EAST,MISSISSAUGA,ONTARIO,CANADA,L5G 1E3","Foreign Exchange, Money Transferring, Virtual Currency, PSP",Registered
"Legal Name: CARDWISE PAY INC.,  Operating Name: CARDWISE PAY INC.","104-1907 BASELINE ROAD,OTTAWA,ONTARIO,CANADA,K2C 0C7","Foreign Exchange, Money Transferring, Virtual Currency, PSP",Registered
"Legal Name: XELLAR PAYMENT SOLUTIONS INC.,  Operating Name: XELLAR PAYMENT SOLUTIONS INC.","102 - 1270 CENTRAL PARKWAY WEST,MISSISSAUGA,ONTARIO,CANADA,L5C 4P4","Foreign Exchange, Money Transferring, Virtual Currency, PSP",Registered
"Legal Name: 1000896043 ONTARIO INC.,  Operating Name: FLASH SOLUTIONS","220 CORONATION ROAD,WHITBY,ONTARIO,CANADA,L1P 0H7","Foreign Exchange, Money Transferring, Virtual Currency",Registered
"Legal Name: MCXE INC.,  Operating Name: MCXE INC.","1-5700 YONGE STREET,NORTH YORK,ONTARIO,CANADA,M2N 5M9","Foreign Exchange, Money Transferring, Virtual Currency",Registered
"Legal Name: DGW GROUP FINANCE INC.,  Operating Name: MONEYTSAR","2242 FAIRBAIRN COURT,OAKVILLE,ONTARIO,CANADA,L6M 4R2","Foreign Exchange, Money Transferring, Virtual Currency, PSP",Registered
"Legal Name: FINTELLEX SOLUTIONS LTD.,  Operating Name: FINTELLEX SOLUTIONS LTD.","331 SOMERSET STREET WEST,OTTAWA,ONTARIO,CANADA,K2P 0J8","Foreign Exchange, Money Transferring, Virtual Currency, PSP",Registered
"Legal Name: YASMEEN AL SHAM EXCHANGE INC.,  Operating Name: YASMEEN AL SHAM EXCHANGE INC.","3033 HURONTARIO STREET,MISSISSAUGA,ONTARIO,CANADA,L5A 2G9","Foreign Exchange, Money Transferring",Registered
"Legal Name: SETTLEX TECHNOLOGY INC.,  Operating Name: SETTLEX TECHNOLOGY INC.","326 - 86 DUNDAS STREET EAST,MISSISSAUGA,ONTARIO,CANADA,L5A 0B1","Foreign Exchange, Money Transferring, PSP",Registered
"Legal Name: CURRENZA PAYMENTS LTD.,  Operating Name: CURRENZA PAYMENTS LTD.","3305-318 RICHMOND STREET WEST,TORONTO,ONTARIO,CANADA,M5V 0B4","Foreign Exchange, Money Transferring, PSP",Registered
"Legal Name: YELLOWBRICKS CAPTIAL INCORPORATED,  Operating Name: YELLOWBRICKS CAPTIAL INCORPORATED","700 -  1235 BAY STREET,TORONTO,ONTARIO,CANADA,M5R 3K4","Foreign Exchange, Money Transferring, Issuing and Redeeming Money Orders, Virtual Currency, Crowdfunding, PSP",Registered
"Legal Name: MONTELUX PAYMENTS LTD.,  Operating Name: MONTELUX","1400 - 18 KING STREET EAST,TORONTO,ONTARIO,CANADA,M5C 1C4","Foreign Exchange, Money Transferring, PSP",Registered
"Legal Name: PLASBIT LTD.,  Operating Name: PLASBIT","1 - 300 SUPERTEST ROAD,NORTH YORK,ONTARIO,CANADA,M3J 2M2","Foreign Exchange, Money Transferring, Virtual Currency",Registered
"Legal Name: AL-MUTTAHIDA EXCHANGE AND MONEY TRANSFER INC.,  Operating Name: AL-MUTTAHIDA EXCHANGE AND MONEY TRANSFER INC.","1766 PRESTWICK DRIVE,OTTAWA,ONTARIO,CANADA,K1E 2L9","Foreign Exchange, Money Transferring, PSP",Registered
"Legal Name: COSVIERA INC.,  Operating Name: COSVIERA INC.","807-130 SPADINA AVENUE,TORONTO,ONTARIO,CANADA,M5V 2L4","Foreign Exchange, Money Transferring, Virtual Currency, PSP",Registered
"Legal Name: KWP FINANCE LIMITED,  Operating Name: KWP FINANCE LIMITED","545-525 WILSON AVENUE,NORTH YORK,ONTARIO,CANADA,M3H 0A7","Foreign Exchange, Money Transferring, Virtual Currency, PSP",Registered
"Legal Name: NOVAC TECHNOLOGY SOLUTION INC.,  Operating Name: NOVAC TECHNOLOGY SOLUTION INC.","42 PATINA DRIVE ,TORONTO,ONTARIO,CANADA,M2H 1R1","Foreign Exchange, Money Transferring",Registered
"Legal Name: SPOTFX INC.,  Operating Name: SPOTFX","1611 - 10 YONGE STREET,TORONTO,ONTARIO,CANADA,M5E 1R4","Foreign Exchange, Money Transferring",Registered
"Legal Name: NJB STAGING INC.,  Operating Name: SARAFI ASHNA","6105 YONGE STREET,NORTH YORK,ONTARIO,CANADA,M2M 3W2","Foreign Exchange, Money Transferring",Registered
"Legal Name: TRANSFERHIVE LTD,  Operating Name: HIVEPAY, HIVE CRYPTO ASSETS","1201 - 1200 BAY STREET,TORONTO,ONTARIO,CANADA,M4W 1J2","Foreign Exchange, Money Transferring, Virtual Currency, PSP",Registered
"Legal Name: BFG (TORONTO) LTD.,  Operating Name: BFG (TORONTO) LTD.","481 TAUNTON ROAD W UNIT 407,OSHAWA,ONTARIO,CANADA,L1J0G3","Foreign Exchange, Money Transferring, Virtual Currency, PSP",Registered
"Legal Name: DOTINX LIMITED,  Operating Name: DOTINX LIMITED","1420 SWALLOWTAIL LANE,PICKERING,ONTARIO,CANADA,L1X 0N8","Foreign Exchange, Money Transferring, Virtual Currency, PSP",Registered
"Legal Name: BLUEARROW CANADA INC.,  Operating Name: BLUEARROW CANADA INC.","15 - 75 BAYLY STREET WEST,AJAX,ONTARIO,CANADA,L1S 7K7","Foreign Exchange, Money Transferring, Virtual Currency, PSP",Registered
"Legal Name: ZPY AGREGA FINANCIAL LTD.,  Operating Name: ZPY AGREGA FINANCIAL LTD.","202 - 260 CARLAW AVENUE,TORONTO,ONTARIO,CANADA,M4M 3L1","Foreign Exchange, Money Transferring, Virtual Currency",Registered
"Legal Name: ZERIK INC.,  Operating Name: ZERIK EXCHANGE","107 - 250 SHEPPARD AVENUE EAST,NORTH YORK,ONTARIO,CANADA,M2N 6M9","Foreign Exchange, Money Transferring",Registered
"Legal Name: NEOBANC INC.,  Operating Name: NEOBANC INC.","1050 KING STREET, 1ST FLOOR,TORONTO,ONTARIO,CANADA,M6K 0C7","Foreign Exchange, Money Transferring, Virtual Currency, PSP",Registered
"Legal Name:  FLOVIDE CA INC.,  Operating Name: FLOVIDE","OFFICE 26, 145 1/2 CHURCH STREET, UNIT 5,TORONTO,ONTARIO,CANADA,M5B 1Y4","Foreign Exchange, Money Transferring",Registered
"Legal Name: FINANCE VERTE INC.,  Operating Name: FINANCE VERTE INC.","1400 - 18 KING STREET EAST,TORONTO,ONTARIO,CANADA,M5C 1C4","Foreign Exchange, Money Transferring, Virtual Currency, PSP",Registered
"Legal Name: VERTO CANADA LTD.,  Operating Name: VERTO CANADA LTD.","238 - 7181 WOODBINE AVENUE,MARKHAM,ONTARIO,CANADA,L3R 1A3","Foreign Exchange, Money Transferring, Virtual Currency, PSP",Registered
"Legal Name: PAYMATEZ FINANCE LTD.,  Operating Name: PAYMATEZ FINANCE LTD.","104 - 1907 BASELINE ROAD,OTTAWA,ONTARIO,CANADA,K2C 0C7","Foreign Exchange, Money Transferring, Virtual Currency, PSP",Registered
"Legal Name: 16578047 Canada Inc.,  Operating Name: Mohammad Sameem Zalmai","45 WYNFORD HEIGHTS CRESCENT, UNIT 2006,NORTH YORK,ONTARIO,CANADA,M3C 1L3","Foreign Exchange, Money Transferring, Issuing and Redeeming Money Orders, Virtual Currency, Crowdfunding, PSP",Registered
"Legal Name: ValueTrek Inc,  Operating Name: ValueTrek Inc","350 RUTHERFORD ROAD SOUTH,BRAMPTON,ONTARIO,CANADA,L6M 3M2","Foreign Exchange, Money Transferring, PSP",Registered
"Legal Name: SAM MONEY TRANSIT LTD,  Operating Name: SAM MONEY TRANSIT LTD","2482 YONGE STREET, UNIT #1021,TORONTO,ONTARIO,CANADA,M4P 2H5","Foreign Exchange, Money Transferring, Virtual Currency, PSP",Registered
"Legal Name: FINTECH BRINUMS LTD.,  Operating Name: FINTECH BRINUMS LTD.","OFFICE 1, 603 - 1450 MEYERSIDE DRIVE,MISSISSAUGA,ONTARIO,CANADA,L5T 2N5","Foreign Exchange, Money Transferring, Virtual Currency, PSP",Registered
"Legal Name:  CHAINCASH SOLUTIONS INC.,  Operating Name:  CHAINCASH SOLUTIONS INC.","1021 - 2482 YONGE STREET,TORONTO,ONTARIO,CANADA,M4P 2H5","Foreign Exchange, Money Transferring, Virtual Currency, PSP",Registered
"Legal Name: FINTREX PAYMENTS INC.,  Operating Name: FINTREX PAYMENTS INC.","102 - 1270 CENTRAL PARKWAY WEST,MISSISSAUGA,ONTARIO,CANADA,L5C 4P4","Foreign Exchange, Money Transferring, Virtual Currency, PSP",Registered
"Legal Name: AZAM, MUHAMMAD,  Operating Name: STARTLINK SEND MONEY HUB","301 - 150 CONSUMERS ROAD,NORTH YORK,ONTARIO,CANADA,M2J 1P9","Foreign Exchange, Money Transferring, Virtual Currency, PSP",Registered
"Legal Name: PayStrive Technologies Inc.,  Operating Name: PayStrive Technologies","C6-80 BIRMINGHAM ST,TORONTO,ONTARIO,CANADA,M8V 3W6","Foreign Exchange, Money Transferring, PSP",Registered
"Legal Name: ESCA TECHNOLOGIES LIMITED,  Operating Name: ESCA TECHNOLOGIES LIMITED","5925 JEANNE D'ARC BOULEVARD SOUTH, UNIT 1,ORLEANS,ONTARIO,CANADA,K1C6V8","Foreign Exchange, Money Transferring, Virtual Currency",Registered
"Legal Name: Ardent Pay Ltd.,  Operating Name: ArdentPay","807 - 130 SPADINA AVENUE,TORONTO,ONTARIO,CANADA,M5V 2L4","Foreign Exchange, Money Transferring, Virtual Currency, PSP",Registered
